1.5708,0.9854,0,-1.7708,0,0.5854,0,
1.58864,0.964218,-0.0420297,-1.77369,0.0240818,0.554774,0.0421557,
1.60649,0.943036,-0.0840595,-1.77659,0.0481635,0.524149,0.0843113,
1.62433,0.921854,-0.126089,-1.77948,0.0722453,0.493523,0.126467,
1.64217,0.900672,-0.168119,-1.78238,0.0963271,0.462898,0.168623,
1.66002,0.87949,-0.210149,-1.78527,0.120409,0.432272,0.210778,
1.67786,0.858308,-0.252178,-1.78817,0.144491,0.401647,0.252934,
1.69571,0.837126,-0.294208,-1.79106,0.168572,0.371021,0.29509,
1.71355,0.815944,-0.336238,-1.79396,0.192654,0.340396,0.337245,
1.73139,0.794762,-0.378268,-1.79685,0.216736,0.30977,0.379401,
1.74924,0.77358,-0.420297,-1.79975,0.240818,0.279144,0.421557,
1.76708,0.752398,-0.462327,-1.80264,0.264899,0.248519,0.463712,
1.78492,0.731215,-0.504357,-1.80554,0.288981,0.217893,0.505868,
1.80277,0.710033,-0.546387,-1.80843,0.313063,0.187268,0.548024,
1.82061,0.688851,-0.588416,-1.81133,0.337145,0.156642,0.590179,
1.83846,0.667669,-0.630446,-1.81422,0.361226,0.126017,0.632335,
1.8563,0.646487,-0.672476,-1.81712,0.385308,0.095391,0.674491,
1.87414,0.625305,-0.714506,-1.82001,0.40939,0.0647654,0.716646,
1.89199,0.604123,-0.756535,-1.82291,0.433472,0.0341399,0.758802,
1.90983,0.582941,-0.798565,-1.8258,0.457554,0.00351432,0.800958,
1.92767,0.561759,-0.840595,-1.8287,0.481635,-0.0271112,0.843113,
1.94552,0.540577,-0.882625,-1.83159,0.505717,-0.0577368,0.885269,
1.96336,0.519395,-0.924654,-1.83449,0.529799,-0.0883624,0.927425,
1.9812,0.498213,-0.966684,-1.83738,0.553881,-0.118988,0.96958,
1.99905,0.477031,-1.00871,-1.84028,0.577962,-0.149613,1.01174,
2.01689,0.455849,-1.05074,-1.84317,0.602044,-0.180239,1.05389,
2.03474,0.434667,-1.09277,-1.84607,0.626126,-0.210865,1.09605,
2.05258,0.413485,-1.1348,-1.84896,0.650208,-0.24149,1.1382,
2.07042,0.392303,-1.17683,-1.85186,0.674289,-0.272116,1.18036,
2.08827,0.371121,-1.21886,-1.85475,0.698371,-0.302741,1.22251,
2.10611,0.349939,-1.26089,-1.85765,0.722453,-0.333367,1.26467,
2.12395,0.328757,-1.30292,-1.86054,0.746535,-0.363992,1.30683,
2.1418,0.307575,-1.34495,-1.86344,0.770616,-0.394618,1.34898,
2.15964,0.286393,-1.38698,-1.86633,0.794698,-0.425244,1.39114,
2.17749,0.26521,-1.42901,-1.86923,0.81878,-0.455869,1.43329,
2.19533,0.244028,-1.47104,-1.87212,0.842862,-0.486495,1.47545,
2.21317,0.222846,-1.51307,-1.87502,0.866944,-0.51712,1.5176,
2.23102,0.201664,-1.5551,-1.87791,0.891025,-0.547746,1.55976,
2.24886,0.180482,-1.59713,-1.88081,0.915107,-0.578371,1.60192,
2.2667,0.1593,-1.63916,-1.8837,0.939189,-0.608997,1.64407,
2.28455,0.138118,-1.68119,-1.88659,0.963271,-0.639622,1.68623,
2.30239,0.116936,-1.72322,-1.88949,0.987352,-0.670248,1.72838,
2.32024,0.0957541,-1.76525,-1.89238,1.01143,-0.700874,1.77054,
2.33808,0.0745721,-1.80728,-1.89528,1.03552,-0.731499,1.81269,
2.35592,0.05339,-1.84931,-1.89817,1.0596,-0.762125,1.85485,
2.37377,0.032208,-1.89134,-1.90107,1.08368,-0.79275,1.897,
2.39161,0.0110259,-1.93337,-1.90396,1.10776,-0.823376,1.93916,
2.40945,-0.0101561,-1.9754,-1.90686,1.13184,-0.854001,1.98132,
2.4273,-0.0313382,-2.01743,-1.90975,1.15592,-0.884627,2.02347,
2.44514,-0.0525202,-2.05946,-1.91265,1.18001,-0.915253,2.06563,
2.46298,-0.0737022,-2.10149,-1.91554,1.20409,-0.945878,2.10778,
2.48083,-0.0948843,-2.14352,-1.91844,1.22817,-0.976504,2.14994,
2.49867,-0.116066,-2.18555,-1.92133,1.25225,-1.00713,2.19209,
2.51652,-0.137248,-2.22758,-1.92423,1.27633,-1.03775,2.23425,
2.53436,-0.15843,-2.26961,-1.92712,1.30042,-1.06838,2.27641,
2.5522,-0.179612,-2.31164,-1.93002,1.3245,-1.09901,2.31856,
2.57005,-0.200795,-2.35367,-1.93291,1.34858,-1.12963,2.36072,
2.57863,-0.231963,-2.36429,-1.88316,1.34625,-1.09003,2.33196,
2.5872,-0.263131,-2.37492,-1.8334,1.34392,-1.05042,2.30319,
2.59578,-0.294299,-2.38554,-1.78364,1.34159,-1.01082,2.27443,
2.60436,-0.325467,-2.39617,-1.73388,1.33926,-0.971214,2.24567,
2.61294,-0.356635,-2.40679,-1.68413,1.33694,-0.93161,2.21691,
2.61733,-0.380839,-2.40689,-1.64768,1.36621,-0.924981,2.15641,
2.62171,-0.405042,-2.40698,-1.61123,1.39548,-0.918353,2.09591,
2.6261,-0.429246,-2.40707,-1.57479,1.42476,-0.911724,2.03542,
2.63048,-0.453449,-2.40717,-1.53834,1.45403,-0.905095,1.97492,
2.63487,-0.477653,-2.40726,-1.50189,1.4833,-0.898467,1.91442,
2.64145,-0.513454,-2.38084,-1.46869,1.47195,-0.911777,1.89312,
2.64803,-0.549256,-2.35443,-1.43549,1.4606,-0.925087,1.87182,
2.65461,-0.585057,-2.32801,-1.40229,1.44925,-0.938397,1.85052,
2.65238,-0.589952,-2.32129,-1.39399,1.50382,-0.964378,1.77893,
2.65014,-0.594847,-2.31456,-1.3857,1.55838,-0.99036,1.70734,
2.64791,-0.599742,-2.30784,-1.37741,1.61294,-1.01634,1.63575,
2.64567,-0.604637,-2.30111,-1.36912,1.6675,-1.04232,1.56416,
2.64344,-0.609532,-2.29439,-1.36083,1.72206,-1.0683,1.49257,
2.6412,-0.614427,-2.28766,-1.35253,1.77663,-1.09428,1.42098,
2.63897,-0.619322,-2.28094,-1.34424,1.83119,-1.12027,1.34939,
2.63673,-0.624217,-2.27421,-1.33595,1.88575,-1.14625,1.2778,
2.6345,-0.629112,-2.26749,-1.32766,1.94031,-1.17223,1.20621,
2.63226,-0.634006,-2.26076,-1.31937,1.99487,-1.19821,1.13462,
2.63003,-0.638901,-2.25404,-1.31107,2.04943,-1.22419,1.06302,
2.6278,-0.643796,-2.24731,-1.30278,2.104,-1.25017,0.991434,
2.62556,-0.648691,-2.24059,-1.29449,2.15856,-1.27615,0.919843,
2.62333,-0.653586,-2.23386,-1.2862,2.21312,-1.30214,0.848253,
2.62109,-0.658481,-2.22714,-1.27791,2.26768,-1.32812,0.776662,
2.61886,-0.663376,-2.22041,-1.26961,2.32224,-1.3541,0.705071,
2.61662,-0.668271,-2.21369,-1.26132,2.37681,-1.38008,0.633481,
2.61439,-0.673166,-2.20696,-1.25303,2.43137,-1.40606,0.56189,
2.61215,-0.678061,-2.20024,-1.24474,2.48593,-1.43204,0.490299,
2.60992,-0.682956,-2.19351,-1.23645,2.54049,-1.45802,0.418708,
2.60768,-0.687851,-2.18679,-1.22816,2.59505,-1.484,0.347118,
