1.5708,0.9854,0,-1.7708,0,0.5854,0,
2.60768,-0.687851,-2.18679,-1.22816,2.59505,-1.484,0.347118,
1.70283,0.492622,-0.067055,-1.34017,0.464664,0.363547,0.376465,
1.59312,0.587409,0.0054878,-1.14648,0.732129,-0.0145798,0.546629,
1.67862,0.429923,0.0211161,-1.58202,1.18879,0.205471,0.958163,
1.43593,0.322042,0.101453,-1.21282,1.22715,0.473545,1.24001,
1.44553,0.805072,0.136073,-1.24387,1.70204,0.833259,1.04348,
1.36036,1.17528,0.00352679,-1.50459,1.55507,1.32523,1.1592,
1.26276,0.999774,0.428508,-1.28145,1.66799,1.30455,0.807989,
1.23688,0.744642,0.798598,-1.16625,2.02064,1.23515,0.727956,
0.85699,0.700454,0.849477,-1.22062,1.65672,1.45508,1.03032,
1.02201,1.14778,1.03413,-1.35171,1.91797,1.1507,0.816229,
0.945433,1.06329,0.856974,-1.22504,2.10562,1.0248,0.82059,
0.933373,0.700137,1.26671,-1.00505,2.31299,1.44609,0.334672,
0.850873,0.969412,1.71172,-0.999738,2.027,1.74824,0.808792,
1.15769,1.22465,2.1271,-1.20322,1.75754,1.98582,0.911386,
0.920445,1.06862,2.34225,-1.44521,1.92765,1.60396,0.731249,
0.859253,0.863444,1.8296,-0.708746,2.04902,1.6087,0.930586,
0.765001,0.931009,0.655161,-1.30073,1.45055,0.899025,0.822428,
0.591713,0.513766,0.818539,-1.47975,0.950811,0.748453,0.993853,
2.8026,-0.530672,-2.56095,-1.35776,2.12403,-1.30056,0.311646,
0.593565,0.882171,0.83363,-1.8421,0.576846,0.854416,1.38051,
0.584783,1.33009,0.759641,-1.71402,0.709686,0.493761,0.915225,
1.03021,1.01201,0.282512,-1.28199,1.07038,0.0854695,1.28866,
0.699797,1.25608,1.22585,-1.3103,0.415619,0.635702,0.466887,
0.310441,1.10978,1.00974,-1.76884,0.620902,0.31236,0.886015,
0.644021,0.747404,0.942158,-1.88781,0.434457,0.461278,0.646971,
0.499153,1.13901,1.35934,-1.92159,0.873404,0.0701581,0.261878,
0.124588,0.753288,1.76551,-1.64065,0.645179,0.420575,0.14867,
-0.0358566,0.58905,1.67633,-1.34629,0.250979,0.655981,-0.202408,
0.0628601,0.613334,2.0736,-1.19383,0.62644,1.03771,-0.578793,
-0.288549,0.3966,2.2554,-1.19132,0.544759,1.14645,-0.414509,
2.78053,-0.491082,-2.78515,-1.10323,1.79849,-1.7141,0.198638,
-0.0790803,0.490983,1.91588,-0.86815,0.411686,0.710143,-0.378616,
-0.535073,0.0587756,2.01621,-0.976715,0.525729,0.359609,-0.0527072,
-0.722307,0.023367,2.10087,-0.667246,0.972406,0.339732,0.123461,
-0.449524,-0.130906,2.08409,-0.438007,0.488095,0.459464,-0.0684817,
-0.332631,0.0066747,2.52977,-0.0998762,0.0428881,0.314919,0.0308218,
-0.573919,-0.20907,2.91271,0.231923,0.243002,0.16396,-0.230138,
-0.833776,0.258178,2.60756,0.271405,0.431759,-0.33375,-0.176371,
2.88265,-0.502615,-2.77974,-1.37674,1.46544,-1.41845,0.678808,
-0.710572,0.0520706,2.43527,-0.179598,0.0346004,0.0692471,0.259249,
-1.03005,0.176552,2.92868,-0.228405,0.158119,-0.247088,-0.278381,
-1.16454,0.293288,2.74128,-0.16853,0.279694,0.0804089,-0.525306,
-1.65046,-0.137139,2.51683,0.322256,0.0708959,-0.0659413,-0.377191,
-1.61856,-0.246187,2.94681,0.275426,-0.299146,-0.296327,0.00266985,
-2.04907,0.0438777,2.84055,0.359214,-0.723093,-0.0329529,-0.370742,
-2.2159,-0.446913,2.58817,0.427456,-1.14372,-0.110678,-0.770097,
-2.65278,-0.198284,2.13852,0.469891,-0.896442,0.169871,-0.734076,
-2.31464,-0.619746,2.24428,0.548259,-0.675571,0.118449,-0.342104,
-2.202,-0.720234,1.88883,0.0646397,-0.831265,0.205219,-0.671202,
-2.43117,-0.348899,2.33641,-0.313992,-1.2648,0.441964,-0.546775,
-2.67799,-0.0400009,2.38817,-0.0144783,-1.37845,0.726864,-0.0944419,
-2.92143,-0.403498,2.30086,-0.370859,-1.20829,1.0859,0.273348,
-2.90869,-0.0819024,2.44555,0.0681501,-1.37175,0.754011,-0.0748694,
-2.64696,0.0308031,2.48859,-0.0237026,-1.07905,0.432865,-0.554062,
